"","carat","cut","color","clarity","depth","table","price","x","y","z"
"37513",0.61,"Ideal","G","VS1",61.8,56,2041,5.43,5.48,3.37
"37514",0.9,"Very Good","D","SI1",62.4,63,3997,6.18,6.15,3.85
"37515",0.9,"Very Good","E","VS2",61.1,63,4062,6.2,6.17,3.78
"37516",0.73,"Very Good","E","VS1",62.3,58,3226,5.72,5.74,3.57
"37517",0.3,"Ideal","H","VVS2",61.5,57,776,4.34,4.31,2.66
"37518",1.07,"Fair","E","SI2",62.2,66,4496,6.57,6.48,4.06
"37519",0.41,"Premium","E","SI1",62.8,58,904,4.77,4.72,2.98
"37520",0.57,"Premium","H","SI1",59.3,58,1218,5.4,5.46,3.22
"37521",1.22,"Very Good","J","SI2",62.6,58,4652,6.78,6.84,4.26
"37522",0.57,"Ideal","F","SI1",62.2,56,1751,5.33,5.31,3.31
"37523",0.35,"Fair","G","VS2",65.9,54,1415,5.57,5.53,3.66
"37524",0.41,"Premium","G","VS1",60,61,961,4.86,4.77,2.89
"37525",0.51,"Ideal","I","VVS2",60.6,56,1575,5.18,5.22,3.15
"37526",1.03,"Very Good","F","SI1",60.6,63,5241,6.47,6.5,3.93
"37527",1,"Fair","F","SI1",66.4,57,4256,6.21,6.14,4.1
"37528",1.01,"Ideal","E","VS2",61.9,55,6787,6.44,6.38,3.97
"37529",1.01,"Very Good","F","SI2",63.4,54,4270,6.42,6.39,4.06
"37530",1.22,"Premium","I","VS2",62.9,58,5649,6.8,6.75,4.26
"37531",0.73,"Premium","E","SI2",60.1,59,2341,5.87,5.82,3.51
"37532",0.58,"Very Good","H","SI1",59.7,57,1239,5.41,5.47,3.25
"37533",1.52,"Ideal","H","SI1",61.3,57,9448,7.38,7.32,4.51
"37534",1,"Good","E","SI2",63.3,55,4312,6.25,6.29,3.97
"37535",0.3,"Premium","G","VVS1",62.1,56,1013,4.31,4.29,2.67
"37536",0.33,"Ideal","H","VS1",61.9,55,598,4.46,4.49,2.77
"37537",0.32,"Ideal","F","VVS2",60.4,57,829,4.46,4.47,2.7
"37538",1.05,"Premium","H","VS2",59,59,5468,6.71,6.68,3.95
"37539",1.63,"Ideal","J","VS1",61.8,56,9819,7.53,7.58,4.67
"37540",0.32,"Ideal","E","VS2",62.1,55,900,4.42,4.4,2.74
"37541",1.51,"Ideal","H","VS2",62.5,55,10959,7.34,7.29,4.57
"37542",1.61,"Ideal","G","VS1",61.8,57,17076,7.48,7.51,4.63
"37543",0.57,"Good","G","VS2",58.2,66,1816,5.34,5.45,3.14
"37544",0.4,"Ideal","E","VVS1",61.7,57,1333,4.7,4.74,2.91
"37545",1,"Premium","F","SI1",61.2,58,5197,6.4,6.44,3.93
"37546",1.26,"Good","J","SI1",63.9,58,4255,6.78,6.74,4.32
"37547",0.35,"Ideal","G","VS1",60.6,56,706,4.57,4.6,2.78
"37548",1.52,"Premium","E","SI2",62.9,59,9576,7.31,7.26,4.58
"37549",0.3,"Good","E","SI1",63.7,58,675,4.27,4.24,2.71
"37550",0.63,"Very Good","F","VS2",63,56.2,2032,5.38,5.48,3.42
"37551",0.7,"Premium","H","I1",60,59,1621,5.8,5.77,3.47
"37552",1,"Premium","F","SI2",60.2,58,3584,6.47,6.42,3.88
"37553",0.9,"Premium","H","SI2",61.1,58,2732,6.21,6.13,3.77
"37554",2,"Good","J","SI1",64.2,61,11988,7.72,7.69,4.95
"37555",0.42,"Premium","H","VVS1",62,58,1142,4.82,4.79,2.98
"37556",0.7,"Very Good","G","VS1",63.2,56,2535,5.61,5.56,3.53
"37557",1.67,"Ideal","D","SI1",62.6,54,14154,7.57,7.63,4.76
"37558",0.55,"Ideal","F","VVS2",60.7,56,2259,5.31,5.34,3.23
"37559",0.43,"Very Good","F","VS1",63.4,57,1008,4.8,4.76,3.03
"37560",1.5,"Good","E","SI1",64.2,55,12754,7.17,7.22,4.62
"37561",0.41,"Ideal","F","SI1",60.5,56,909,4.81,4.84,2.92
"37562",0.4,"Premium","G","VVS2",61.3,59,917,4.74,4.78,2.92
"37563",0.7,"Premium","H","VVS2",61,57,2596,5.76,5.72,3.5
"37564",0.31,"Ideal","D","SI1",61.3,55,565,4.36,4.41,2.69
"37565",0.35,"Premium","E","VVS2",60.2,58,1024,4.66,4.61,2.79
"37566",1.26,"Premium","I","SI2",62.2,58,5398,6.98,6.92,4.32
"37567",0.7,"Ideal","G","VVS2",60.3,57,3191,5.75,5.83,3.49
"37568",0.63,"Ideal","E","VVS1",62.4,56,3161,5.48,5.52,3.43
"37569",2.01,"Fair","J","SI1",64.4,61,11212,7.74,7.78,5
"37570",0.32,"Ideal","D","VVS1",61.8,56,1067,4.39,4.41,2.72
"37571",0.31,"Premium","J","SI1",61.9,59,465,4.32,4.28,2.66
"37572",1.59,"Premium","I","VS2",59.9,60,9304,7.57,7.61,4.55
"37573",1.7,"Premium","H","VS2",59,58,10333,7.77,7.72,4.57
"37574",0.42,"Ideal","G","VS1",61.4,56,984,4.85,4.82,2.97
"37575",0.35,"Premium","D","SI1",61,60,644,4.54,4.58,2.78
"37576",0.55,"Ideal","H","SI1",61.5,54,1248,5.3,5.33,3.27
"37577",0.4,"Premium","D","VS2",59.1,57,1050,4.87,4.81,2.86
"37578",0.3,"Very Good","H","VS2",63,59,473,4.25,4.29,2.69
"37579",0.56,"Very Good","E","IF",59.9,60,2724,5.31,5.38,3.2
"37580",1.01,"Premium","G","VS2",61.6,58,6027,6.45,6.4,3.96
"37581",1.52,"Premium","H","VS1",58.4,59,11853,7.55,7.52,4.4
"37582",0.91,"Good","F","SI1",64,57,3363,6.17,6.08,3.92
"37583",0.83,"Ideal","H","VS2",61.6,55,3171,6.04,6.08,3.73
"37584",2.22,"Premium","I","SI1",59.9,59,18432,8.46,8.41,5.05
"37585",0.35,"Ideal","F","VS2",61.5,57,706,4.52,4.55,2.79
"37586",0.57,"Ideal","H","IF",62.2,56,2195,5.3,5.33,3.3
"37587",1.05,"Ideal","E","SI1",60.7,55,6316,6.62,6.67,4.03
"37588",0.57,"Ideal","F","VVS2",61.6,57,2322,5.32,5.36,3.29
"37589",1.12,"Ideal","G","SI1",62,55,5451,6.65,6.68,4.13
"37590",0.31,"Ideal","E","VVS2",61.4,58,755,4.33,4.37,2.67
"37591",0.36,"Premium","E","VS2",60.3,62,1013,4.59,4.56,2.76
"37592",1.2,"Very Good","G","VS2",62.2,58,8124,6.75,6.79,4.21
"37593",1.53,"Ideal","G","VVS2",61.2,57,15137,7.4,7.44,4.53
"37594",0.9,"Very Good","E","SI2",63.2,59,3526,6.1,6.15,3.87
"37595",1.51,"Premium","E","SI2",62.7,58,6342,7.27,7.24,4.55
"37596",1.5,"Fair","H","SI2",65.5,53,7187,7.14,7.11,4.67
"37597",2.06,"Very Good","F","I1",58.7,61,9789,8.31,8.33,4.88
"37598",2.06,"Premium","E","SI2",58.8,58,14634,8.42,8.35,4.93
"37599",1.01,"Good","G","SI2",62.8,61,4210,6.31,6.37,3.98
"37600",0.31,"Ideal","F","SI1",61.2,55,568,4.37,4.4,2.68
"37601",0.71,"Good","F","SI2",64.1,60,2130,0,0,0
"37602",1.14,"Premium","H","VS1",62,62,5809,6.74,6.65,4.15
"37603",0.31,"Ideal","F","IF",60.2,57,1155,4.38,4.44,2.65
"37604",1.01,"Premium","F","SI1",59.8,60,5345,6.57,6.53,3.92
"37605",0.42,"Very Good","H","SI1",59.5,57,700,4.78,5.11,2.94
"37606",0.78,"Ideal","F","SI2",61.2,56,2622,5.93,5.97,3.64
"37607",0.52,"Ideal","E","SI2",62.9,56,1290,5.12,5.08,3.21
"37608",0.41,"Good","G","SI2",63.6,54,611,4.7,4.74,3
"37609",0.5,"Good","F","VVS2",58.5,62,2052,5.23,5.27,3.07
"37610",0.74,"Ideal","I","VS1",61.1,57,2947,5.83,5.86,3.57
"37611",0.41,"Premium","E","SI1",61.1,62,904,4.83,4.76,2.93
"37612",0.23,"Good","F","VVS2",61.2,62,462,3.95,3.99,2.43
"37613",1.5,"Very Good","H","SI1",62.9,57,8931,7.24,7.28,4.57
"37614",1.01,"Fair","E","VS2",66.6,55,4525,6.27,6.2,4.15
"37615",0.3,"Premium","H","VS2",61.1,61,608,4.33,4.31,2.64
"37616",0.9,"Very Good","D","SI1",61.9,55,4514,6.18,6.22,3.84
"37617",0.52,"Ideal","E","VS2",61.5,56,1760,5.16,5.18,3.18
"37618",1.01,"Premium","H","SI1",62.6,61,4707,6.39,6.36,3.99
"37619",0.71,"Premium","E","SI1",61.8,59,2792,5.7,5.75,3.54
"37620",0.7,"Ideal","H","VS2",61.2,57,3145,5.73,5.77,3.52
"37621",1.02,"Very Good","F","SI1",61.9,58,5019,6.43,6.49,4
"37622",0.24,"Premium","I","VS1",62.5,57,355,3.97,3.94,2.47
"37623",0.74,"Ideal","F","SI2",61.6,55,2410,5.81,5.87,3.6
"37624",1,"Good","D","VS2",60.8,61,6189,6.33,6.4,3.87
"37625",0.32,"Ideal","G","VS1",61.3,55,551,4.43,4.45,2.72
"37626",1.2,"Ideal","H","SI2",61,57,5610,6.84,6.9,4.19
"37627",0.8,"Ideal","H","IF",61.1,56,3774,6.02,5.96,3.66
"37628",0.32,"Ideal","E","SI2",62,55,576,4.41,4.36,2.72
"37629",1.05,"Ideal","E","VVS2",61.3,56,9843,6.55,6.59,4.03
"37630",1.21,"Premium","I","SI1",61.8,59,5276,6.85,6.81,4.22
"37631",2.03,"Ideal","J","SI2",63.2,55,11951,7.99,8.03,5.06
"37632",1.12,"Premium","F","VS1",61.8,59,7903,6.75,6.65,4.14
"37633",1.01,"Very Good","E","VS1",57.7,62,8668,6.57,6.63,3.81
"37634",0.73,"Ideal","D","VS2",62,56,3440,5.74,5.78,3.57
"37635",1.14,"Ideal","G","VS2",62,55,7371,6.68,6.77,4.17
"37636",0.63,"Premium","E","VVS1",60.9,60,2765,5.52,5.55,3.37
"37637",0.9,"Premium","F","SI2",61.5,59,3704,6.23,6.2,3.82
"37638",0.28,"Ideal","E","VS1",62,56,625,4.21,4.18,2.6
"37639",0.35,"Very Good","G","VS2",60.2,60,658,4.54,4.6,2.75
"37640",1,"Fair","J","SI1",64.9,58,3427,6.29,6.23,4.06
"37641",0.32,"Very Good","F","VS1",62.2,55,616,4.37,4.39,2.72
"37642",0.8,"Fair","G","SI2",61.2,58,2246,5.96,5.93,3.64
"37643",0.31,"Very Good","G","VVS2",63.3,57,907,4.31,4.28,2.72
"37644",0.42,"Premium","H","SI1",60.9,58,898,4.85,4.84,2.95
"37645",1.51,"Good","D","VS2",59.8,65,12709,7.36,7.43,4.42
"37646",1.5,"Very Good","I","SI2",63.4,58,7211,7.15,7.21,4.55
"37647",0.5,"Fair","E","VS2",79,73,2579,5.21,5.18,4.09
"37648",0.35,"Ideal","D","VS2",61.8,55,1063,4.56,4.53,2.81
"37649",0.31,"Premium","G","SI1",60.7,60,593,4.36,4.34,2.64
"37650",0.3,"Ideal","F","VS2",61.8,57,605,4.31,4.33,2.67
"37651",1.63,"Premium","I","SI1",62,54,9256,7.67,7.6,4.73
"37652",0.38,"Ideal","F","VVS1",61.9,54,1200,4.67,4.7,2.9
"37653",0.57,"Premium","I","SI2",62.1,57,1097,5.33,5.29,3.3
"37654",0.52,"Very Good","G","VS1",60.2,57,1618,5.22,5.26,3.15
"37655",0.39,"Ideal","F","VVS1",61.8,55,1124,4.69,4.73,2.91
"37656",1.35,"Ideal","J","SI1",62.3,57,6396,7.08,7.02,4.39
"37657",1.01,"Premium","D","SI2",60.4,60,4694,6.52,6.46,3.92
"37658",1.09,"Premium","I","SI1",62,58,4090,6.6,6.56,4.08
"37659",1.02,"Premium","G","VVS2",62.6,59,7602,6.41,6.46,4.03
"37660",1.2,"Ideal","J","SI1",61.6,57,4831,6.79,6.87,4.21
"37661",0.31,"Very Good","D","SI1",63.5,56,732,4.31,4.29,2.73
"37662",1.01,"Very Good","H","SI1",63.3,58,4642,6.4,6.37,4.04
"37663",0.76,"Very Good","F","SI2",62.7,55,2469,5.74,5.83,3.63
"37664",0.31,"Ideal","F","VS2",61.5,56,802,4.37,4.34,2.68
"37665",0.43,"Good","E","SI2",63.4,57,669,4.77,4.82,3.04
"37666",0.41,"Premium","F","VVS2",61.6,59,951,4.73,4.79,2.93
"37667",0.5,"Ideal","E","SI2",62.6,56,1104,5.05,5.11,3.18
"37668",1.05,"Ideal","D","SI2",60.2,57,4932,6.58,6.65,3.98
"37669",1.21,"Good","E","SI1",64.2,58,6708,6.65,6.59,4.25
"37670",2.16,"Ideal","E","SI2",61.4,57,17263,8.36,8.33,5.12
"37671",1.01,"Good","D","VS1",61.1,56,6612,6.36,6.43,3.91
"37672",2.16,"Premium","H","SI2",59.7,60,16400,8.38,8.3,4.98
"37673",0.54,"Ideal","G","SI1",61.5,55.1,1395,5.25,5.27,3.23
"37674",0.4,"Very Good","D","SI2",63.4,59,798,4.7,4.67,2.97
"37675",0.71,"Premium","E","VS2",62.3,58,2817,5.69,5.65,3.53
"37676",1.16,"Premium","H","SI2",62.1,58,3573,6.72,6.65,4.15
"37677",1.4,"Very Good","F","VS2",60,58,10790,7.24,7.29,4.36
"37678",0.9,"Good","E","VVS1",63.4,60,7214,6.06,6.11,3.86
"37679",1.2,"Premium","H","VS2",62.8,59,6500,6.75,6.7,4.22
"37680",0.71,"Very Good","I","VS2",59.5,57,2111,5.85,5.88,3.49
"37681",0.31,"Premium","I","VVS2",61.7,58,698,4.4,4.38,2.71
"37682",0.77,"Ideal","E","SI1",61,56,3827,5.92,5.94,3.62
"37683",1.71,"Premium","H","SI2",62.3,58,10534,7.66,7.62,4.76
"37684",0.25,"Very Good","E","VVS1",57.7,62,548,4.16,4.19,2.41
"37685",1.51,"Very Good","I","IF",62.1,59,12291,7.25,7.31,4.52
"37686",0.74,"Ideal","E","VVS2",62.2,57,4082,5.78,5.83,3.61
"37687",1.06,"Ideal","G","VS1",61.2,56,7790,6.56,6.62,4.03
"37688",1.01,"Very Good","E","VVS2",63.1,57,8849,6.31,6.39,4.01
"37689",1.01,"Good","F","SI2",62.5,59,3886,6.31,6.37,3.96
"37690",0.31,"Ideal","E","VVS2",62,54,864,4.38,4.39,2.72
"37691",0.7,"Very Good","H","SI1",60.4,61,2296,5.68,5.77,3.46
"37692",1.31,"Premium","H","SI2",61.4,60,6236,7.04,7,4.31
"37693",0.3,"Ideal","E","VS1",61.1,58,673,4.3,4.34,2.64
"37694",1.01,"Very Good","F","SI2",60.8,63,4017,6.38,6.32,3.86
"37695",0.64,"Ideal","G","SI1",61.6,55,1737,5.55,5.59,3.43
"37696",1.68,"Premium","G","VS1",58.2,57,13445,7.89,7.85,4.58
"37697",0.33,"Ideal","H","VS1",61.4,57,743,4.49,4.44,2.74
"37698",0.53,"Ideal","F","VS2",61.6,56,2290,5.26,5.23,3.23
"37699",0.41,"Premium","G","VVS2",62.2,58,1056,4.82,4.76,2.98
"37700",0.32,"Ideal","D","SI1",62.6,55,756,4.39,4.36,2.74
"37701",1.51,"Ideal","G","VS1",61.6,56,14674,7.37,7.34,4.53
"37702",0.23,"Good","F","VVS2",62.3,61,425,3.93,3.94,2.45
"37703",0.57,"Ideal","G","VVS1",60.9,56,2612,5.37,5.41,3.28
"37704",0.32,"Premium","H","VS2",62.7,58,605,4.35,4.33,2.72
"37705",1.63,"Ideal","F","VS1",61.6,57,18179,7.53,7.61,4.66
"37706",0.31,"Ideal","I","SI1",62.5,56,537,4.35,4.29,2.7
"37707",1.2,"Premium","J","VS2",60.8,60,4839,6.85,6.89,4.18
"37708",2.47,"Ideal","J","SI2",62.1,57,15430,8.64,8.57,5.34
"37709",0.56,"Ideal","H","VS2",62.4,56,1687,5.27,5.23,3.28
"37710",0.46,"Very Good","E","VS2",58.9,59.4,1345,5.05,5.1,2.99
"37711",1.04,"Fair","G","SI2",65.2,57,2745,6.25,6.23,4.07
"37712",0.39,"Very Good","F","VS1",63.7,57,895,4.63,4.67,2.96
"37713",0.7,"Very Good","D","VS2",59.6,61,2833,5.77,5.8,3.45
"37714",0.74,"Ideal","F","VS1",62,54.8,3340,5.81,5.83,3.61
"37715",1.51,"Ideal","G","VS2",62.2,59,13163,7.28,7.34,4.55
"37716",0.5,"Very Good","D","SI1",60.6,59,1376,5.08,5.12,3.09
"37717",0.7,"Premium","E","VS2",60.8,58,2673,5.7,5.74,3.48
"37718",1.17,"Good","J","SI1",63.9,55,4054,6.66,6.73,4.28
"37719",1.02,"Ideal","E","SI2",61.6,55,4912,6.52,6.46,4
"37720",1.14,"Ideal","G","VS2",61.9,56,7199,6.69,6.71,4.14
"37721",0.42,"Premium","H","VVS2",62.4,55,984,4.81,4.78,2.99
"37722",0.36,"Ideal","I","VS2",61.9,56,556,4.54,4.57,2.82
"37723",0.5,"Good","F","VS2",59.7,63,1354,5.08,5.1,3.04
"37724",0.31,"Premium","J","VS1",60.7,60,523,4.39,4.34,2.65
"37725",1.05,"Ideal","F","VS2",59.1,57,7697,6.67,6.66,3.94
"37726",0.51,"Premium","I","VS2",62.9,55,1179,5.12,5.08,3.21
"37727",0.52,"Ideal","E","VS2",61.2,56,1689,5.16,5.23,3.18
"37728",0.54,"Ideal","H","VVS1",61.1,57,1944,5.26,5.22,3.2
"37729",1.2,"Very Good","H","SI1",62.9,56,6019,6.74,6.8,4.26
"37730",1.16,"Ideal","G","VS2",61.7,57,7113,6.72,6.8,4.17
"37731",0.7,"Ideal","D","VS1",62.3,55,3840,5.64,5.68,3.53
"37732",1.01,"Very Good","H","VS2",60.2,60,5897,6.46,6.5,3.9
"37733",0.5,"Very Good","E","VS2",61.8,57,1547,5.05,5.11,3.14
"37734",0.72,"Good","J","VS1",63.7,54,1959,5.68,5.71,3.63
"37735",1.19,"Ideal","D","SI2",60.4,55,5406,6.89,6.91,4.17
"37736",1.09,"Premium","H","VS2",61.4,58,5677,6.64,6.58,4.06
"37737",1.01,"Good","E","SI2",63.3,58,4168,6.3,6.36,4.01
"37738",2.29,"Very Good","H","SI2",63.4,57,11502,8.4,8.33,5.3
"37739",0.33,"Ideal","H","VVS2",62.2,54,854,4.46,4.44,2.77
"37740",0.31,"Ideal","F","VS2",61.6,55,757,4.38,4.39,2.7
"37741",0.71,"Ideal","E","SI1",61.6,53,2258,5.79,5.73,3.55
"37742",0.32,"Ideal","E","VS1",61.8,55,972,4.43,4.4,2.73
"37743",1.66,"Ideal","H","IF",61.5,57,14724,7.59,7.62,4.68
"37744",0.3,"Ideal","H","VVS2",62.1,56,776,4.32,4.28,2.67
"37745",0.5,"Very Good","I","SI1",63.5,56,1048,5.02,5.06,3.2
"37746",0.51,"Ideal","G","VVS1",61.4,56,1963,5.14,5.15,3.16
"37747",2.29,"Premium","G","SI2",62.4,60,15366,8.41,8.36,5.23
"37748",0.31,"Very Good","E","SI1",61.2,58,507,4.34,4.38,2.67
"37749",1.05,"Very Good","H","VS1",59.5,56,6132,6.62,6.68,3.96
"37750",0.71,"Ideal","F","SI1",61.3,56,2491,5.73,5.79,3.53
"37751",0.71,"Ideal","E","SI1",62,56,2308,5.72,5.77,3.56
"37752",1.51,"Ideal","H","SI1",61.3,56,10012,7.44,7.4,4.55
"37753",0.7,"Ideal","F","VS1",62.2,56,2792,5.73,5.68,3.55
"37754",0.28,"Very Good","E","VS1",61.4,60,452,4.16,4.24,2.58
"37755",1.14,"Very Good","I","VS2",62.5,59,4785,6.63,6.66,4.15
"37756",0.32,"Ideal","F","VS1",61,54,716,4.42,4.44,2.7
"37757",0.37,"Very Good","E","VS1",60.2,56,925,4.68,4.71,2.83
"37758",0.31,"Ideal","E","VS1",60.4,57,942,4.4,4.37,2.65
"37759",0.38,"Ideal","F","VS2",62.2,54,870,4.64,4.66,2.89
"37760",1.5,"Very Good","G","VS1",63.4,59,12005,7.25,7.19,4.58
"37761",2.01,"Ideal","I","SI2",62.1,55,12349,8.12,8.08,5.03
"37762",1.1,"Ideal","H","SI1",61.6,57,5278,6.63,6.61,4.08
"37763",0.4,"Premium","G","VVS2",62,58,1050,4.74,4.68,2.92
"37764",1.02,"Very Good","F","VS1",63.6,60,7682,6.25,6.33,4
"37765",0.23,"Very Good","E","VVS1",60.8,56,499,3.94,3.99,2.41
"37766",0.31,"Ideal","H","VS1",61.6,54.8,557,4.35,4.37,2.69
"37767",0.82,"Premium","F","SI2",60.3,57,2723,6.07,6.03,3.65
"37768",0.4,"Premium","F","VVS1",60.8,59,1323,4.76,4.74,2.89
"37769",0.51,"Premium","G","VVS1",62.4,58,2027,5.13,5.09,3.19
"37770",0.61,"Premium","G","VS2",63,58,1800,5.43,5.4,3.41
"37771",0.31,"Ideal","G","VVS2",62.6,57,907,4.33,4.29,2.7
"37772",0.35,"Very Good","G","IF",60.5,56,1001,4.56,4.6,2.77
"37773",1.21,"Premium","F","VS1",61.6,58,8196,6.88,6.82,4.22
"37774",1.32,"Ideal","I","VS2",60.8,57,7079,7.02,7.07,4.28
"37775",1.05,"Fair","G","VS2",65.5,57,5673,6.38,6.34,4.17
"37776",1.32,"Ideal","E","SI2",62.7,56,7037,7.03,6.97,4.39
"37777",0.53,"Ideal","F","VS1",62.3,55,1908,5.22,5.18,3.24
"37778",2,"Ideal","I","VS1",62,57,17607,8.04,7.99,4.97
"37779",0.7,"Good","F","VVS1",61.2,61,3536,5.71,5.79,3.52
"37780",0.3,"Ideal","D","SI1",61,58,547,4.32,4.33,2.64
"37781",0.55,"Ideal","G","VS1",61.3,57,1667,5.25,5.28,3.23
"37782",0.78,"Ideal","J","VS1",61.4,57,2426,5.9,5.93,3.63
"37783",0.42,"Ideal","G","VVS1",61.6,55,1235,4.85,4.82,2.98
"37784",0.8,"Ideal","D","SI2",61.5,58,3173,5.97,6,3.68
"37785",0.43,"Very Good","I","VVS1",63,56,905,4.83,4.86,3.05
"37786",2.02,"Very Good","H","SI2",59.9,55,15851,8.17,8.28,4.93
"37787",0.9,"Very Good","F","SI1",63.4,56,3898,6.06,6.12,3.86
"37788",0.93,"Good","J","VS2",63.6,61,3000,6.16,6.08,3.89
"37789",0.4,"Good","I","SI1",63.9,57,596,4.66,4.7,2.99
"37790",1.29,"Premium","J","VS2",60.5,58,5815,7.07,6.99,4.25
"37791",0.96,"Good","H","VS1",63.9,54,4456,6.27,6.22,3.99
"37792",2,"Good","H","SI2",63.8,59,12554,7.93,7.88,5.04
"37793",0.61,"Ideal","G","VS2",61.6,55,2286,5.46,5.48,3.37
"37794",2.03,"Premium","J","SI2",60.4,59,9435,8.15,8.12,4.91
"37795",0.71,"Premium","F","VS2",61.9,59,2686,5.75,5.72,3.55
"37796",0.4,"Ideal","F","VVS2",62,56,1015,4.73,4.76,2.94
"37797",1.1,"Ideal","G","VS2",62,56,6653,6.68,6.6,4.12
"37798",1.51,"Very Good","F","VS1",59.6,63,14673,7.34,7.43,4.4
"37799",1.56,"Fair","G","SI2",64.8,59,7950,7.38,7.19,4.72
"37800",1.57,"Ideal","G","VS2",62.7,55,12506,7.42,7.49,4.68
"37801",0.61,"Good","H","VVS2",60.3,60.5,1821,5.44,5.48,3.29
"37802",1.01,"Very Good","E","VS1",60.9,55,7094,6.48,6.58,3.98
"37803",1.23,"Ideal","I","SI2",62.1,56,5269,6.88,6.84,4.26
"37804",0.41,"Premium","F","VS1",58.6,61,1076,4.87,4.83,2.84
"37805",0.4,"Ideal","G","VVS1",62.4,57,1200,4.78,4.74,2.97
"37806",1.51,"Very Good","J","SI2",62.8,59,6773,7.23,7.26,4.55
"37807",1.2,"Good","F","VS2",63.8,60,7666,6.6,6.65,4.23
"37808",1.52,"Premium","J","VVS2",58.3,62,8427,7.61,7.49,4.4
"37809",1.05,"Premium","D","SI1",61.6,61,5351,6.55,6.5,4.02
"37810",1.27,"Ideal","H","SI1",59.8,57,7297,7.08,7.01,4.22
"37811",1,"Fair","J","SI1",65.3,57,3175,6.33,6.12,4.08
"37812",1.72,"Premium","H","SI1",62.9,58,13078,7.63,7.59,4.79
"37813",1.01,"Premium","F","VS2",62.3,58,6244,6.34,6.4,3.97
"37814",1.05,"Premium","H","SI1",61.3,58,5228,6.52,6.47,3.98
"37815",0.75,"Very Good","E","SI1",62.4,57,2517,5.79,5.85,3.63
"37816",0.29,"Good","F","IF",56.8,65,633,4.37,4.4,2.49
"37817",0.36,"Ideal","H","VVS1",62,54,783,4.59,4.61,2.85
"37818",0.62,"Premium","E","VS2",60,59,2102,5.58,5.56,3.34
"37819",0.4,"Ideal","G","VS2",62.8,54,980,4.7,4.67,2.94
"37820",0.31,"Ideal","F","VVS1",62.4,54,840,4.33,4.35,2.71
"37821",2.04,"Premium","H","SI1",58,59,14888,8.4,8.27,4.83
"37822",1.03,"Ideal","G","VS2",61.6,55,7064,6.49,6.54,4.01
"37823",1,"Premium","E","VS2",62.7,59,6720,6.38,6.31,3.98
"37824",0.3,"Premium","G","VS1",61.9,59,776,4.32,4.28,2.66
"37825",1.71,"Ideal","H","VS2",62.5,57,13445,7.59,7.63,4.76
"37826",0.5,"Premium","E","VS2",61.4,58,1746,5.12,5.07,3.13
"37827",1.09,"Ideal","H","VS1",61.3,54,6643,6.66,6.68,4.09
"37828",1.01,"Ideal","H","VS1",61.5,56,4779,6.48,6.43,3.97
"37829",1,"Fair","G","VS2",67.6,57,5484,6.2,6.13,4.17
"37830",0.92,"Very Good","F","SI1",63.8,56,3920,6.12,6.17,3.92
"37831",0.42,"Ideal","F","VVS2",61.6,56,1221,4.85,4.83,2.98
"37832",0.34,"Ideal","E","VS1",61.2,57,1033,4.5,4.45,2.74
"37833",0.32,"Very Good","G","VVS2",61.3,57,672,4.39,4.43,2.7
"37834",0.5,"Good","G","VVS2",63.4,57,1715,5.06,5.1,3.22
"37835",1.03,"Ideal","F","SI2",61.6,55,4683,6.46,6.49,3.99
"37836",0.31,"Ideal","D","VS1",62,54,683,4.35,4.36,2.7
"37837",1.01,"Ideal","E","VVS2",60,55,9310,6.56,6.6,3.95
"37838",0.51,"Ideal","G","VS1",62.2,55,1599,5.13,5.16,3.2
"37839",0.41,"Ideal","F","VS1",60.8,57,1007,4.77,4.8,2.91
"37840",0.32,"Ideal","H","VS2",63,57,648,4.37,4.33,2.74
"37841",0.31,"Very Good","H","VS2",63.5,57,628,4.34,4.32,2.75
"37842",0.51,"Ideal","E","SI1",61.1,56,1443,5.2,5.17,3.17
"37843",0.86,"Very Good","J","SI2",63.2,61,1950,6.05,5.97,3.79
"37844",0.71,"Ideal","D","VS2",62.3,56,3137,5.68,5.72,3.55
"37845",0.6,"Very Good","H","SI1",60.4,63,1378,5.45,5.41,3.28
"37846",0.33,"Premium","D","SI2",59.5,59,631,4.5,4.48,2.67
"37847",0.3,"Fair","F","SI1",63.1,58,496,4.3,4.22,2.69
"37848",0.59,"Ideal","I","VVS1",61,55,1742,5.43,5.48,3.33
"37849",1.06,"Very Good","F","VS2",62.7,55,6627,6.54,6.5,4.09
"37850",0.54,"Ideal","F","VVS2",61.8,55,2333,5.27,5.25,3.25
"37851",0.52,"Ideal","H","IF",59.2,58,1967,5.23,5.31,3.12
"37852",0.53,"Very Good","H","SI1",61.7,60,1152,5.17,5.21,3.2
"37853",0.52,"Ideal","G","VS2",62.2,55,1577,5.18,5.14,3.21
"37854",0.3,"Premium","H","VVS1",61.1,61,819,4.3,4.27,2.62
"37855",0.91,"Ideal","I","VS1",62.5,55,3669,6.25,6.2,3.89
"37856",1.03,"Ideal","I","VS1",62.4,57,4199,6.48,6.4,4.02
"37857",1.01,"Very Good","F","VS2",63.1,60,6533,6.39,6.36,4.02
"37858",1,"Premium","E","VS2",60.4,57,6720,6.49,6.46,3.91
"37859",0.81,"Very Good","F","SI1",61.3,57,2858,6.02,6.05,3.7
"37860",1.5,"Very Good","J","VS1",61.7,58,8039,7.29,7.33,4.51
